1;73;12;512;0.75;0.87;0.46;0.35;0.83;1;54;25;653;0.76;0.86;0.42;0.23;0.33;W
1;73;12;512;0.75;0.87;0.46;0.35;0.83;1;59;17;521;0.74;0.84;0.41;0.31;0.5;W
1;73;12;512;0.75;0.87;0.46;0.35;0.83;1;61;23;649;0.77;0.87;0.42;0.25;0.5;W
1;73;12;512;0.75;0.87;0.46;0.35;0.83;1;64;17;594;0.75;0.87;0.43;0.25;0.5;W
1;73;12;512;0.75;0.87;0.46;0.35;0.83;1;71;13;665;0.78;0.91;0.42;0.26;0.67;W
1;73;12;512;0.75;0.87;0.46;0.35;0.83;2;43;25;705;0.8;0.85;0.38;0.18;0.67;L
1;73;12;512;0.75;0.87;0.46;0.35;0.83;3;29;23;309;0.73;0.82;0.36;0.2;0.83;W
1;73;12;512;0.75;0.87;0.46;0.35;0.83;3;26;28;543;0.77;0.86;0.36;0.15;0.5;W
1;73;12;512;0.75;0.87;0.46;0.35;0.83;2;35;18;291;0.75;0.82;0.38;0.24;0.67;W
1;73;12;512;0.75;0.87;0.46;0.35;0.83;1;61;23;649;0.77;0.87;0.42;0.25;0.5;W
1;73;12;512;0.75;0.87;0.46;0.35;0.83;1;59;17;521;0.74;0.84;0.41;0.31;0.5;W
1;73;12;512;0.75;0.87;0.46;0.35;0.83;5;13;20;91;0.66;0.75;0.33;0.19;0.33;W
1;73;12;512;0.75;0.87;0.46;0.35;0.83;4;21;32;163;0.66;0.72;0.4;0.29;0.33;W
1;73;12;512;0.75;0.87;0.46;0.35;0.83;3;19;24;204;0.69;0.75;0.45;0.19;0.5;W
1;73;12;512;0.75;0.87;0.46;0.35;0.83;3;27;26;180;0.71;0.78;0.4;0.21;0.33;W
1;73;12;512;0.75;0.87;0.46;0.35;0.83;1;54;25;653;0.76;0.86;0.42;0.23;0.33;W
1;73;12;512;0.75;0.87;0.46;0.35;0.83;4;26;28;64;0.65;0.69;0.34;0.18;0.5;W
1;73;12;512;0.75;0.87;0.46;0.35;0.83;5;17;27;34;0.66;0.72;0.37;0.16;0.5;W
1;73;12;512;0.75;0.87;0.46;0.35;0.83;3;26;23;334;0.71;0.79;0.42;0.24;0.5;W
1;73;12;512;0.75;0.87;0.46;0.35;0.83;2;32;20;405;0.73;0.82;0.43;0.25;0.5;W
1;73;12;512;0.75;0.87;0.46;0.35;0.83;1;64;17;594;0.75;0.87;0.43;0.25;0.5;W
1;73;12;512;0.75;0.87;0.46;0.35;0.83;1;69;15;279;0.73;0.85;0.44;0.31;0.83;W
1;73;12;512;0.75;0.87;0.46;0.35;0.83;1;59;17;521;0.74;0.84;0.41;0.31;0.5;L
1;73;12;512;0.75;0.87;0.46;0.35;0.83;2;38;30;275;0.71;0.78;0.44;0.25;0.5;W
1;73;12;512;0.75;0.87;0.46;0.35;0.83;3;21;24;93;0.65;0.74;0.45;0.27;0.5;W
1;73;12;512;0.75;0.87;0.46;0.35;0.83;2;40;20;353;0.72;0.81;0.42;0.27;0.67;W
1;73;12;512;0.75;0.87;0.46;0.35;0.83;1;64;17;594;0.75;0.87;0.43;0.25;0.5;W
1;73;12;512;0.75;0.87;0.46;0.35;0.83;1;71;13;665;0.78;0.91;0.42;0.26;0.67;L
1;73;12;512;0.75;0.87;0.46;0.35;0.83;4;24;27;238;0.67;0.77;0.33;0.19;0.33;W
1;73;12;512;0.75;0.87;0.46;0.35;0.83;2;43;25;705;0.8;0.85;0.38;0.18;0.67;W
1;73;12;512;0.75;0.87;0.46;0.35;0.83;2;35;18;291;0.75;0.82;0.38;0.24;0.67;W
1;73;12;512;0.75;0.87;0.46;0.35;0.83;1;51;28;632;0.75;0.83;0.4;0.23;0.33;W
1;73;12;512;0.75;0.87;0.46;0.35;0.83;1;41;22;351;0.73;0.84;0.42;0.27;0.67;W
1;73;12;512;0.75;0.87;0.46;0.35;0.83;3;23;25;108;0.64;0.7;0.45;0.26;0.17;W
1;73;12;512;0.75;0.87;0.46;0.35;0.83;3;22;16;358;0.75;0.84;0.36;0.18;0.67;W
1;73;12;512;0.75;0.87;0.46;0.35;0.83;4;16;14;154;0.72;0.76;0.43;0.22;0.5;W
1;73;12;512;0.75;0.87;0.46;0.35;0.83;1;54;25;653;0.76;0.86;0.42;0.23;0.33;W
1;73;12;512;0.75;0.87;0.46;0.35;0.83;1;59;17;521;0.74;0.84;0.41;0.31;0.5;L
1;73;12;512;0.75;0.87;0.46;0.35;0.83;1;64;17;594;0.75;0.87;0.43;0.25;0.5;L
1;73;12;512;0.75;0.87;0.46;0.35;0.83;4;20;25;286;0.71;0.81;0.4;0.18;0.33;W
1;73;12;512;0.75;0.87;0.46;0.35;0.83;3;28;27;211;0.7;0.79;0.41;0.22;0.67;W
1;73;12;512;0.75;0.87;0.46;0.35;0.83;3;22;29;424;0.71;0.74;0.41;0.25;0.33;W
1;73;12;512;0.75;0.87;0.46;0.35;0.83;3;27;26;180;0.71;0.78;0.4;0.21;0.33;W
1;73;12;512;0.75;0.87;0.46;0.35;0.83;1;71;13;665;0.78;0.91;0.42;0.26;0.67;L
1;73;12;512;0.75;0.87;0.46;0.35;0.83;5;11;21;70;0.66;0.76;0.33;0.15;0.17;W
1;73;12;512;0.75;0.87;0.46;0.35;0.83;4;15;22;79;0.63;0.62;0.46;0.23;0.33;W
1;73;12;512;0.75;0.87;0.46;0.35;0.83;2;38;30;275;0.71;0.78;0.44;0.25;0.5;W
1;73;12;512;0.75;0.87;0.46;0.35;0.83;1;54;25;653;0.76;0.86;0.42;0.23;0.33;W
