jugador;nac;victorias;derrotas;tiebreak_vic;tiebreak_derrota;total_aces;aces_porpartido;total_doblefalta;part_porc;1servicio;1servicio_gana;2servicio_gana;servicio_juegogana;pto_quiebregana;pto_quiebresalva;ptogana_devserv1;ptogana_devserv2;juegodev_gana
44;Nikolay Davydenko;RUS;5;7;3;2;16;1.3;38;3.2;0.75;0.63;0.47;0.69;0.42;0.57;0.3;0.53;0.25
45;Fabio Fognini;ITA;11;10;3;3;19;0.9;28;1.3;0.71;0.63;0.52;0.7;0.48;0.54;0.35;0.53;0.33
46;David Goffin;BEL;5;3;2;2;30;3.8;27;3.4;0.54;0.69;0.52;0.75;0.31;0.6;0.33;0.5;0.25
47;Benoit Paire;FRA;12;10;6;6;143;6.5;111;5.0;0.5;0.72;0.45;0.71;0.37;0.6;0.34;0.52;0.28
48;Grigor Dimitrov;BUL;8;5;3;2;65;5.0;35;2.7;0.62;0.71;0.56;0.81;0.39;0.65;0.33;0.5;0.26
49;Marinko Matosevic;AUS;2;1;0;2;9;3.0;7;2.3;0.67;0.62;0.55;0.79;0.46;0.7;0.37;0.46;0.35
50;Lukas Lacko;SVK;0;4;1;1;15;3.8;12;3.0;0.57;0.65;0.47;0.68;0.24;0.52;0.19;0.42;0.08
51;Albert Ramos-Vinolas;ESP;16;13;7;9;77;2.7;92;3.2;0.59;0.67;0.52;0.77;0.45;0.65;0.33;0.52;0.28
52;Bernard Tomic;AUS;8;10;2;2;63;3.5;21;1.2;0.65;0.66;0.47;0.73;0.33;0.56;0.34;0.48;0.23
53;Michael Llodra;FRA;1;4;1;0;31;6.2;11;2.2;0.62;0.68;0.5;0.77;0.25;0.54;0.26;0.48;0.1
54;Alejandro Falla;COL;1;6;1;4;15;2.1;12;1.7;0.64;0.66;0.51;0.75;0.32;0.54;0.32;0.44;0.18
55;Grega Zemlja;SLO;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
56;Robin Haase;NED;12;11;0;5;88;3.8;48;2.1;0.6;0.71;0.47;0.75;0.42;0.52;0.32;0.52;0.29
57;Santiago Giraldo;COL;12;10;4;2;52;2.4;10;0.5;0.68;0.67;0.51;0.78;0.38;0.64;0.32;0.49;0.23
58;Go Soeda;JPN;1;4;1;0;4;0.8;14;2.8;0.56;0.57;0.54;0.61;0.32;0.45;0.27;0.48;0.19
59;Paul-Henri Mathieu;FRA;7;5;3;2;35;2.9;53;4.4;0.56;0.73;0.53;0.82;0.41;0.62;0.31;0.5;0.22
60;Yen-Hsun Lu;TPE;0;2;1;0;22;11.0;15;7.5;0.58;0.69;0.51;0.76;0.4;0.57;0.26;0.39;0.1
61;Brian Baker;USA;5;2;5;2;40;5.7;14;2.0;0.62;0.65;0.53;0.71;0.45;0.57;0.32;0.54;0.29
62;Xavier Malisse;BEL;3;5;0;4;48;6.0;18;2.3;0.56;0.7;0.54;0.81;0.36;0.57;0.27;0.46;0.16
63;Paolo Lorenzi;ITA;3;7;1;2;27;2.7;19;1.9;0.63;0.63;0.47;0.64;0.4;0.52;0.3;0.49;0.21
64;Victor Hanescu;ROU;5;8;3;2;46;3.5;15;1.2;0.72;0.66;0.5;0.79;0.32;0.64;0.29;0.48;0.18
65;Benjamin Becker;GER;0;1;0;0;10;10.0;3;3.0;0.41;0.73;0.4;0.6;0.22;0.57;0.28;0.42;0.13
66;Tatsuma Ito;JPN;2;4;0;1;15;2.5;14;2.3;0.56;0.62;0.51;0.64;0.41;0.54;0.25;0.49;0.21
67;Carlos Berlocq;ARG;17;13;5;2;55;1.8;59;2.0;0.69;0.64;0.53;0.71;0.47;0.55;0.38;0.55;0.39
68;Gilles Muller;LUX;3;2;2;0;60;12.0;19;3.8;0.53;0.78;0.46;0.78;0.36;0.62;0.26;0.47;0.16
69;Igor Sijsling;NED;0;1;0;0;11;11.0;3;3.0;0.61;0.77;0.52;0.85;0.26;0.71;0.25;0.48;0.19
70;Ryan Harrison;USA;5;7;5;1;53;4.4;23;1.9;0.64;0.72;0.5;0.8;0.43;0.66;0.27;0.5;0.14
71;Daniel Gimeno-Traver;ESP;3;7;1;2;55;5.5;28;2.8;0.57;0.71;0.47;0.74;0.3;0.63;0.26;0.48;0.16
72;Leonardo Mayer;ARG;8;5;4;2;86;6.6;47;3.6;0.6;0.75;0.5;0.83;0.37;0.7;0.27;0.46;0.17
73;Ivan Dodig;CRO;3;8;1;3;55;5.0;32;2.9;0.56;0.66;0.44;0.64;0.44;0.54;0.28;0.51;0.22
74;Lukas Rosol;CZE;8;6;3;6;93;6.6;52;3.7;0.56;0.76;0.5;0.84;0.44;0.69;0.3;0.44;0.2
75;Lukasz Kubot;POL;8;8;2;1;45;2.8;59;3.7;0.65;0.67;0.46;0.72;0.45;0.62;0.32;0.5;0.28
76;Bjorn Phau;GER;4;5;3;1;35;3.9;32;3.6;0.51;0.68;0.5;0.69;0.44;0.52;0.32;0.5;0.26
77;Guillermo Garcia-Lopez;ESP;9;8;1;2;56;3.3;71;4.2;0.58;0.69;0.49;0.76;0.47;0.67;0.32;0.5;0.27
78;Gael Monfils;FRA;3;3;0;2;28;4.7;11;1.8;0.63;0.68;0.44;0.72;0.5;0.64;0.3;0.52;0.27
79;Andrey Kuznetsov;RUS;2;2;2;0;18;4.5;18;4.5;0.6;0.71;0.46;0.75;0.23;0.62;0.29;0.53;0.18
80;Roberto Bautista Agut;ESP;0;2;0;1;2;1.0;2;1.0;0.65;0.57;0.55;0.65;0.45;0.69;0.35;0.49;0.22
81;David Nalbandian;ARG;9;8;2;1;36;2.1;43;2.5;0.59;0.69;0.52;0.79;0.42;0.61;0.3;0.52;0.27
82;Lleyton Hewitt;AUS;0;3;1;1;12;4.0;8;2.7;0.55;0.63;0.49;0.7;0.4;0.33;0.34;0.38;0.18
83;Simone Bolelli;ITA;4;5;3;0;19;2.1;15;1.7;0.66;0.64;0.45;0.63;0.42;0.46;0.31;0.48;0.24
84;Horacio Zeballos;ARG;3;7;1;3;55;5.5;26;2.6;0.63;0.68;0.51;0.76;0.38;0.57;0.29;0.48;0.2
85;Ruben Ramirez Hidalgo;ESP;1;7;0;1;18;2.3;44;5.5;0.53;0.67;0.45;0.65;0.4;0.52;0.3;0.47;0.22
86;Jurgen Zopp;EST;4;4;0;2;30;3.8;18;2.3;0.63;0.67;0.54;0.77;0.38;0.55;0.32;0.58;0.29
87;Michael Russell;USA;3;1;0;0;1;0.3;12;3.0;0.67;0.67;0.54;0.76;0.61;0.43;0.35;0.52;0.35
88;Filippo Volandri;ITA;11;14;2;3;10;0.4;45;1.8;0.74;0.62;0.5;0.71;0.44;0.58;0.32;0.52;0.29
89;Olivier Rochus;BEL;0;6;0;2;9;1.5;11;1.8;0.64;0.63;0.51;0.74;0.4;0.57;0.24;0.49;0.13
90;Guillaume Rufin;FRA;0;3;0;2;11;3.7;5;1.7;0.57;0.64;0.53;0.72;0.43;0.68;0.35;0.33;0.21
91;Steve Darcis;BEL;6;5;4;1;31;2.8;12;1.1;0.61;0.72;0.47;0.75;0.39;0.53;0.28;0.45;0.16
92;Blaz Kavcic;SLO;2;8;1;2;25;2.5;37;3.7;0.59;0.58;0.48;0.57;0.5;0.46;0.33;0.45;0.23
93;Flavio Cipolla;ITA;5;6;0;0;9;0.8;41;3.7;0.7;0.63;0.41;0.66;0.49;0.59;0.38;0.53;0.37
94;Albert Montanes;ESP;7;12;1;0;29;1.5;61;3.2;0.62;0.6;0.5;0.63;0.42;0.5;0.33;0.46;0.24
95;Tobias Kamke;GER;1;5;0;0;4;0.7;30;5.0;0.61;0.62;0.36;0.57;0.31;0.57;0.3;0.47;0.19
96;Evgeny Donskoy;RUS;0;2;0;0;7;3.5;2;1.0;0.57;0.64;0.57;0.74;0.0;0.55;0.19;0.32;0.0
97;Ivo Karlovic;CRO;0;4;0;3;43;10.8;13;3.3;0.58;0.72;0.48;0.78;0.23;0.53;0.25;0.38;0.08
98;Aljaz Bedene;GBR;1;3;1;0;22;5.5;16;4.0;0.58;0.66;0.41;0.67;0.5;0.62;0.25;0.44;0.13
99;Joao Sousa;POR;3;4;2;1;15;2.1;22;3.1;0.6;0.66;0.47;0.67;0.31;0.5;0.31;0.54;0.26
100;Edouard Roger-Vasselin;FRA;3;6;3;4;38;4.2;29;3.2;0.63;0.69;0.49;0.78;0.42;0.58;0.29;0.47;0.22
101;Sergiy Stakhovsky;UKR;3;7;3;5;46;4.6;27;2.7;0.63;0.68;0.49;0.75;0.34;0.55;0.29;0.44;0.18
102;Jesse Levine;CAN;1;1;0;0;12;6.0;4;2.0;0.61;0.63;0.59;0.77;0.41;0.63;0.19;0.54;0.23
103;Matthew Ebden;AUS;0;3;0;1;11;3.7;14;4.7;0.63;0.65;0.33;0.59;0.36;0.58;0.33;0.37;0.15
104;Matthias Bachinger;GER;7;5;4;1;75;6.3;32;2.7;0.52;0.75;0.44;0.74;0.44;0.65;0.33;0.53;0.27
105;Jan Hajek;CZE;4;3;3;0;21;3.0;7;1.0;0.68;0.68;0.52;0.79;0.48;0.52;0.31;0.54;0.23
106;Mikhail Kukushkin;KAZ;8;7;3;3;37;2.5;19;1.3;0.59;0.61;0.53;0.69;0.44;0.54;0.32;0.51;0.26
107;Nicolas Mahut;FRA;2;1;1;0;35;11.7;11;3.7;0.59;0.69;0.54;0.81;0.64;0.68;0.28;0.44;0.24
108;Guido Pella;ARG;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
109;Dudi Sela;ISR;1;4;1;1;6;1.2;13;2.6;0.59;0.62;0.45;0.59;0.29;0.54;0.31;0.46;0.19
110;Igor Andreev;RUS;9;12;2;6;67;3.2;45;2.1;0.61;0.72;0.52;0.8;0.35;0.59;0.31;0.47;0.2
111;Ruben Bemelmans;BEL;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
112;Adrian Ungur;ROU;1;8;2;2;24;2.7;40;4.4;0.6;0.68;0.47;0.7;0.28;0.59;0.26;0.4;0.12
113;Andreas Haider-Maurer;AUT;0;3;0;1;15;5.0;17;5.7;0.58;0.63;0.43;0.62;0.38;0.48;0.34;0.52;0.21
114;Ricardas Berankis;LTU;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
115;Tommy Robredo;ESP;2;2;0;0;15;3.8;5;1.3;0.62;0.68;0.52;0.73;0.69;0.45;0.29;0.49;0.26
116;Philipp Petzschner;GER;0;3;0;1;12;4.0;7;2.3;0.55;0.65;0.44;0.61;0.33;0.56;0.34;0.44;0.24
117;Daniel Brands;GER;3;4;3;0;38;5.4;17;2.4;0.63;0.75;0.49;0.78;0.28;0.4;0.28;0.47;0.15
118;Malek Jaziri;TUN;1;3;1;1;16;4.0;6;1.5;0.61;0.59;0.52;0.66;0.32;0.65;0.29;0.55;0.24
119;Yuichi Sugita;JPN;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
120;Florent Serra;FRA;1;1;0;2;5;2.5;2;1.0;0.59;0.54;0.53;0.63;0.7;0.36;0.31;0.6;0.39
121;Kenny De Schepper;FRA;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
122;Martín Alund;ARG;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
123;Matteo Viola;ITA;0;1;0;0;2;2.0;5;5.0;0.56;0.56;0.51;0.62;0.29;0.5;0.33;0.56;0.31
124;Josselin Ouanna;FRA;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
125;Dmitry Tursunov;RUS;1;2;0;0;16;5.3;7;2.3;0.58;0.75;0.43;0.76;0.4;0.31;0.25;0.46;0.17
126;Thiemo de Bakker;NED;1;1;1;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
127;Vasek Pospisil;CAN;0;1;0;0;9;9.0;4;4.0;0.61;0.59;0.46;0.59;0.3;0.36;0.36;0.38;0.18
128;Rogerio Dutra Silva;BRA;4;4;1;0;7;0.9;16;2.0;0.69;0.64;0.49;0.7;0.33;0.55;0.28;0.45;0.17
129;James Blake;USA;0;3;0;0;2;0.7;8;2.7;0.54;0.53;0.46;0.5;0.27;0.45;0.26;0.42;0.1
130;Tim Smyczek;USA;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
131;Alex Bogomolov Jr.;RUS;1;6;0;1;16;2.3;19;2.7;0.7;0.63;0.44;0.67;0.35;0.6;0.24;0.49;0.15
132;Antonio Veic;CRO;2;4;0;0;4;0.7;16;2.7;0.62;0.66;0.47;0.69;0.46;0.43;0.37;0.48;0.33
133;Thiago Alves;BRA;0;1;0;0;2;2.0;1;1.0;0.66;0.36;0.4;0.13;1.0;0.53;0.21;0.65;0.29
134;Rajeev Ram;USA;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
135;Michael Berrer;GER;1;3;0;3;20;5.0;15;3.8;0.68;0.64;0.43;0.68;0.37;0.52;0.33;0.46;0.27
136;Federico Delbonis;ARG;6;8;1;4;37;2.6;37;2.6;0.64;0.71;0.5;0.79;0.46;0.56;0.33;0.5;0.26
137;Frederico Gil;POR;6;7;0;1;14;1.1;30;2.3;0.61;0.63;0.49;0.66;0.49;0.57;0.34;0.48;0.29
138;Wayne Odesnik;USA;4;4;2;1;27;3.4;32;4.0;0.58;0.64;0.46;0.67;0.51;0.58;0.31;0.51;0.24
139;Ernests Gulbis;LAT;7;6;2;1;111;8.5;55;4.2;0.56;0.75;0.48;0.79;0.42;0.67;0.27;0.48;0.2
140;Denis Kudla;USA;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
141;Karol Beck;SVK;0;2;0;0;5;2.5;13;6.5;0.54;0.62;0.42;0.54;0.19;0.48;0.3;0.4;0.13
142;Ryan Sweeting;USA;2;1;1;2;13;4.3;12;4.0;0.58;0.84;0.49;0.94;0.24;0.83;0.28;0.52;0.2
143;Joao Souza;BRA;6;9;2;2;40;2.7;26;1.7;0.64;0.64;0.51;0.71;0.36;0.41;0.31;0.49;0.21
144;Gastao Elias;POR;0;1;0;0;3;3.0;7;7.0;0.55;0.69;0.47;0.67;0.75;0.64;0.24;0.42;0.2
145;Uladzimir Ignatik;BLR;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
146;Marco Chiudinelli;SUI;0;2;0;1;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
147;Inigo Cervantes;ESP;1;2;0;0;12;4.0;7;2.3;0.54;0.63;0.54;0.68;0.57;0.33;0.27;0.45;0.21
148;Bobby Reynolds;USA;2;2;1;0;9;2.3;6;1.5;0.68;0.67;0.58;0.81;0.28;0.65;0.25;0.49;0.11
149;Danai Udomchoke;THA;1;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
150;Jack Sock;USA;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
151;Simon Greul;GER;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
152;Frank Dancevic;CAN;0;1;0;0;0;0.0;2;2.0;0.67;0.4;0.2;0.0;0.0;0.33;0.0;0.33;0.0
153;Marc Gicquel;FRA;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
154;Dustin Brown;GER;4;3;3;1;67;9.6;26;3.7;0.54;0.75;0.5;0.8;0.52;0.7;0.29;0.39;0.18
155;Jonathan Dasnieres de Veigy;FRA;0;1;0;0;6;6.0;2;2.0;0.62;0.51;0.46;0.46;1.0;0.67;0.22;0.47;0.15
156;Jimmy Wang;TPE;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
157;Maxime Authom;BEL;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
158;Ze Zhang;CHN;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
159;Mischa Zverev;GER;0;1;1;0;9;9.0;6;6.0;0.59;0.55;0.51;0.55;0.33;0.65;0.31;0.61;0.25
160;Illya Marchenko;UKR;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
161;Marius Copil;ROU;1;1;0;0;8;4.0;2;1.0;0.65;0.74;0.65;0.83;0.25;0.5;0.3;0.47;0.18
162;Ivan Sergeyev;UKR;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
163;Andrey Golubev;KAZ;0;3;1;2;11;3.7;4;1.3;0.57;0.71;0.6;0.94;1.0;0.89;0.26;0.4;0.12
164;Dusan Lajovic;SRB;1;1;0;0;4;2.0;3;1.5;0.58;0.79;0.61;0.86;0.38;0.33;0.37;0.37;0.21
165;Potito Starace;ITA;7;10;4;3;41;2.4;17;1.0;0.71;0.65;0.51;0.76;0.36;0.63;0.3;0.46;0.18
166;Paul Capdeville;CHI;2;5;1;3;5;0.7;11;1.6;0.64;0.66;0.51;0.71;0.38;0.52;0.32;0.43;0.24
167;Jan-Lennard Struff;GER;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
168;Igor Kunitsyn;RUS;1;5;1;3;20;3.3;15;2.5;0.6;0.69;0.45;0.7;0.43;0.52;0.22;0.47;0.15
169;Diego Schwartzman;ARG;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
170;Boris Pashanski;SRB;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
171;Daniel Munoz-De La Nava;ESP;3;4;0;3;7;1.0;22;3.1;0.58;0.64;0.45;0.64;0.39;0.6;0.36;0.55;0.33
172;Agustin Velotti;ARG;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
173;Guido Andreozzi;ARG;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
174;Dominik Meffert;GER;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
175;Steve Johnson;USA;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
176;Juan Ignacio Chela;ARG;4;7;2;0;15;1.4;21;1.9;0.66;0.62;0.48;0.65;0.4;0.58;0.31;0.49;0.23
177;Cedrik-Marcel Stebe;GER;6;6;2;2;21;1.8;27;2.3;0.61;0.62;0.47;0.68;0.44;0.58;0.31;0.5;0.24
178;Sergio Gutierrez-Ferrol;ESP;2;1;0;0;22;7.3;9;3.0;0.52;0.77;0.46;0.79;0.78;0.63;0.41;0.54;0.48
179;Peter Polansky;CAN;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
180;Peter Gojowczyk;GER;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
181;Jan Mertl;CZE;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
182;Teymuraz Gabashvili;RUS;0;2;0;2;1;0.5;2;1.0;0.52;0.57;0.5;0.56;0.33;0.64;0.26;0.5;0.2
183;Di Wu;CHN;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
184;Javier Marti;ESP;1;5;1;1;14;2.3;11;1.8;0.62;0.63;0.43;0.61;0.38;0.33;0.35;0.48;0.28
185;Hiroki Moriya;JPN;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
186;Sergei Bubka;UKR;0;1;0;0;2;2.0;0;0.0;0.65;0.6;0.27;0.5;0.0;0.25;0.1;0.47;0.0
187;Adrian Menendez-Maceiras;ESP;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
188;Adrian Mannarino;FRA;0;1;0;0;0;0.0;2;2.0;0.55;0.56;0.4;0.42;0.2;0.46;0.28;0.32;0.08
189;Ivo Minar;CZE;1;2;1;2;17;5.7;2;0.7;0.66;0.71;0.54;0.81;0.33;0.44;0.34;0.49;0.3
190;Donald Young;USA;0;6;1;2;12;2.0;26;4.3;0.57;0.59;0.43;0.51;0.22;0.45;0.3;0.47;0.16
191;Gianluca Naso;ITA;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
192;Rhyne Williams;USA;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
