jugador;nac;victorias;derrotas;tiebreak_vic;tiebreak_derrota;total_aces;aces_porpartido;total_doblefalta;part_porc;1servicio;1servicio_gana;2servicio_gana;servicio_juegogana;pto_quiebregana;pto_quiebresalva;ptogana_devserv1;ptogana_devserv2;juegodev_gana
44;Nikolay Davydenko;RUS;18;14;6;2;69;2.2;126;3.9;0.68;0.67;0.49;0.76;0.45;0.62;0.31;0.54;0.29
45;Fabio Fognini;ITA;8;11;5;2;68;3.6;91;4.8;0.59;0.65;0.46;0.68;0.42;0.57;0.29;0.48;0.21
46;David Goffin;BEL;10;7;3;2;65;3.8;84;4.9;0.56;0.69;0.49;0.74;0.35;0.62;0.28;0.52;0.24
47;Benoit Paire;FRA;9;14;4;6;174;7.6;95;4.1;0.51;0.72;0.47;0.71;0.37;0.51;0.31;0.5;0.25
48;Grigor Dimitrov;BUL;10;11;5;10;171;8.1;73;3.5;0.61;0.73;0.52;0.82;0.36;0.64;0.25;0.47;0.17
49;Marinko Matosevic;AUS;13;15;4;4;117;4.2;69;2.5;0.62;0.66;0.49;0.76;0.45;0.66;0.27;0.51;0.21
50;Lukas Lacko;SVK;10;14;4;5;125;5.2;40;1.7;0.6;0.7;0.51;0.76;0.35;0.55;0.27;0.48;0.19
51;Albert Ramos-Vinolas;ESP;9;15;5;8;94;3.9;83;3.5;0.59;0.66;0.51;0.74;0.38;0.59;0.27;0.5;0.21
52;Bernard Tomic;AUS;17;13;6;4;154;5.1;48;1.6;0.66;0.68;0.51;0.79;0.35;0.64;0.27;0.47;0.18
53;Michael Llodra;FRA;11;8;9;4;166;8.7;48;2.5;0.63;0.76;0.53;0.84;0.33;0.64;0.27;0.47;0.14
54;Alejandro Falla;COL;10;16;6;3;71;2.7;55;2.1;0.59;0.63;0.49;0.67;0.45;0.49;0.29;0.52;0.25
55;Grega Zemlja;SLO;10;6;6;0;96;6.0;24;1.5;0.59;0.7;0.49;0.75;0.49;0.64;0.29;0.55;0.25
56;Robin Haase;NED;7;13;1;3;109;5.5;43;2.2;0.56;0.72;0.47;0.73;0.37;0.55;0.28;0.49;0.19
57;Santiago Giraldo;COL;8;8;0;2;37;2.3;22;1.4;0.61;0.67;0.54;0.79;0.41;0.61;0.27;0.48;0.23
58;Go Soeda;JPN;10;12;1;7;50;2.3;43;2.0;0.54;0.67;0.5;0.74;0.36;0.53;0.31;0.47;0.23
59;Paul-Henri Mathieu;FRA;7;10;7;6;103;6.1;71;4.2;0.52;0.76;0.52;0.78;0.37;0.64;0.25;0.48;0.16
60;Yen-Hsun Lu;TPE;8;12;2;5;77;3.9;63;3.2;0.58;0.72;0.49;0.77;0.43;0.59;0.27;0.49;0.21
61;Brian Baker;USA;3;10;4;2;47;3.6;50;3.8;0.62;0.67;0.47;0.7;0.35;0.54;0.27;0.47;0.16
62;Xavier Malisse;BEL;9;16;4;5;154;6.2;59;2.4;0.55;0.73;0.5;0.76;0.35;0.59;0.28;0.47;0.18
63;Paolo Lorenzi;ITA;4;7;0;1;18;1.6;28;2.5;0.58;0.64;0.49;0.66;0.33;0.47;0.26;0.49;0.18
64;Victor Hanescu;ROU;1;4;0;1;15;3.0;4;0.8;0.72;0.61;0.5;0.67;0.55;0.63;0.25;0.4;0.12
65;Benjamin Becker;GER;7;10;2;3;110;6.5;51;3.0;0.56;0.7;0.5;0.76;0.37;0.57;0.25;0.5;0.19
66;Tatsuma Ito;JPN;5;8;3;2;55;4.2;50;3.8;0.55;0.69;0.49;0.69;0.36;0.53;0.28;0.53;0.21
67;Carlos Berlocq;ARG;7;14;2;3;63;3.0;63;3.0;0.64;0.65;0.45;0.68;0.33;0.59;0.31;0.47;0.21
68;Gilles Muller;LUX;14;14;11;12;395;14.1;87;3.1;0.61;0.81;0.49;0.86;0.31;0.67;0.21;0.45;0.11
69;Igor Sijsling;NED;6;7;5;2;106;8.2;26;2.0;0.6;0.76;0.48;0.81;0.41;0.58;0.29;0.38;0.16
70;Ryan Harrison;USA;11;13;2;7;174;7.3;66;2.8;0.6;0.72;0.52;0.79;0.41;0.6;0.29;0.46;0.21
71;Daniel Gimeno-Traver;ESP;3;5;2;2;40;5.0;18;2.3;0.58;0.66;0.53;0.74;0.41;0.53;0.3;0.49;0.19
72;Leonardo Mayer;ARG;5;7;3;4;77;6.4;50;4.2;0.58;0.73;0.5;0.8;0.35;0.63;0.27;0.45;0.16
73;Ivan Dodig;CRO;10;14;9;4;190;7.9;82;3.4;0.56;0.72;0.46;0.74;0.38;0.61;0.31;0.5;0.22
74;Lukas Rosol;CZE;7;10;3;4;105;6.2;40;2.4;0.58;0.71;0.49;0.77;0.39;0.61;0.24;0.48;0.15
75;Lukasz Kubot;POL;11;15;4;7;123;4.7;123;4.7;0.59;0.7;0.48;0.76;0.37;0.62;0.28;0.49;0.21
76;Bjorn Phau;GER;2;7;1;1;32;3.6;41;4.6;0.54;0.67;0.45;0.64;0.33;0.56;0.27;0.48;0.17
77;Guillermo Garcia-Lopez;ESP;10;15;4;3;77;3.1;100;4.0;0.57;0.66;0.49;0.69;0.41;0.6;0.31;0.46;0.23
78;Gael Monfils;FRA;16;7;3;1;170;7.4;109;4.7;0.63;0.72;0.45;0.78;0.4;0.62;0.32;0.53;0.29
79;Andrey Kuznetsov;RUS;0;2;0;0;8;4.0;4;2.0;0.56;0.73;0.46;0.74;0.28;0.56;0.31;0.48;0.19
80;Roberto Bautista Agut;ESP;3;8;0;1;30;2.7;35;3.2;0.6;0.66;0.42;0.64;0.34;0.55;0.32;0.49;0.26
81;David Nalbandian;ARG;7;6;6;2;49;3.8;52;4.0;0.56;0.7;0.53;0.78;0.35;0.61;0.31;0.5;0.22
82;Lleyton Hewitt;AUS;9;7;3;2;101;6.3;66;4.1;0.51;0.72;0.47;0.74;0.43;0.6;0.28;0.5;0.22
83;Simone Bolelli;ITA;2;4;1;1;11;1.8;8;1.3;0.6;0.72;0.5;0.75;0.3;0.47;0.23;0.43;0.08
84;Horacio Zeballos;ARG;0;2;0;1;11;5.5;7;3.5;0.6;0.67;0.49;0.83;0.13;0.73;0.19;0.35;0.04
85;Ruben Ramirez Hidalgo;ESP;2;2;0;0;11;2.8;20;5.0;0.52;0.67;0.51;0.71;0.46;0.46;0.27;0.6;0.25
86;Jurgen Zopp;EST;4;6;0;0;40;4.0;21;2.1;0.58;0.69;0.47;0.74;0.25;0.58;0.26;0.44;0.12
87;Michael Russell;USA;6;8;2;3;41;2.9;55;3.9;0.63;0.64;0.48;0.68;0.44;0.48;0.3;0.51;0.25
88;Filippo Volandri;ITA;0;6;0;1;2;0.3;14;2.3;0.6;0.6;0.47;0.61;0.36;0.51;0.28;0.39;0.17
89;Olivier Rochus;BEL;8;12;5;5;24;1.2;56;2.8;0.59;0.66;0.52;0.72;0.41;0.57;0.24;0.53;0.19
90;Guillaume Rufin;FRA;2;3;3;1;53;10.6;24;4.8;0.52;0.7;0.54;0.78;0.32;0.71;0.21;0.54;0.16
91;Steve Darcis;BEL;10;8;12;2;78;4.3;30;1.7;0.62;0.66;0.54;0.76;0.4;0.58;0.28;0.53;0.24
92;Blaz Kavcic;SLO;3;5;0;4;37;4.6;30;3.8;0.57;0.67;0.42;0.65;0.43;0.53;0.3;0.53;0.28
93;Flavio Cipolla;ITA;11;14;5;3;15;0.6;80;3.2;0.71;0.6;0.46;0.63;0.44;0.57;0.32;0.52;0.29
94;Albert Montanes;ESP;0;3;0;2;8;2.7;16;5.3;0.57;0.64;0.5;0.7;0.4;0.55;0.22;0.47;0.17
95;Tobias Kamke;GER;5;11;1;3;27;1.7;67;4.2;0.55;0.62;0.49;0.63;0.39;0.5;0.34;0.54;0.32
96;Evgeny Donskoy;RUS;0;2;0;0;9;4.5;2;1.0;0.62;0.67;0.55;0.75;0.38;0.59;0.3;0.45;0.18
97;Ivo Karlovic;CRO;14;11;16;9;363;14.5;56;2.2;0.65;0.78;0.52;0.87;0.29;0.66;0.23;0.45;0.11
98;Aljaz Bedene;GBR;3;1;1;1;17;4.3;9;2.3;0.59;0.76;0.45;0.79;0.28;0.65;0.29;0.55;0.23
99;Joao Sousa;POR;2;1;1;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
100;Edouard Roger-Vasselin;FRA;7;10;3;3;87;5.1;38;2.2;0.64;0.72;0.5;0.8;0.33;0.58;0.28;0.5;0.2
101;Sergiy Stakhovsky;UKR;12;18;11;11;195;6.5;87;2.9;0.58;0.73;0.52;0.82;0.31;0.67;0.26;0.47;0.14
102;Jesse Levine;CAN;4;12;2;9;71;4.4;58;3.6;0.63;0.68;0.48;0.75;0.41;0.64;0.29;0.49;0.21
103;Matthew Ebden;AUS;15;16;6;3;178;5.7;110;3.5;0.63;0.7;0.46;0.74;0.37;0.56;0.28;0.51;0.22
104;Matthias Bachinger;GER;2;9;1;4;75;6.8;29;2.6;0.58;0.73;0.49;0.77;0.27;0.58;0.24;0.46;0.13
105;Jan Hajek;CZE;0;4;0;1;11;2.8;12;3.0;0.57;0.67;0.44;0.67;0.29;0.62;0.29;0.47;0.15
106;Mikhail Kukushkin;KAZ;4;5;0;0;32;3.6;16;1.8;0.6;0.64;0.51;0.68;0.41;0.47;0.32;0.49;0.24
107;Nicolas Mahut;FRA;10;14;6;4;177;7.4;57;2.4;0.61;0.72;0.48;0.77;0.35;0.63;0.26;0.47;0.18
108;Guido Pella;ARG;0;1;0;0;2;2.0;6;6.0;0.65;0.61;0.38;0.6;0.42;0.43;0.37;0.45;0.26
109;Dudi Sela;ISR;9;12;2;6;44;2.1;43;2.0;0.63;0.69;0.53;0.79;0.34;0.62;0.31;0.5;0.23
110;Igor Andreev;RUS;2;4;4;5;60;10.0;20;3.3;0.6;0.75;0.55;0.82;0.36;0.41;0.28;0.44;0.18
111;Ruben Bemelmans;BEL;2;3;1;0;15;3.0;11;2.2;0.61;0.7;0.55;0.78;0.44;0.47;0.19;0.55;0.17
112;Adrian Ungur;ROU;0;1;0;2;5;5.0;7;7.0;0.64;0.7;0.41;0.76;0.43;0.56;0.22;0.55;0.18
113;Andreas Haider-Maurer;AUT;1;2;0;3;9;3.0;5;1.7;0.66;0.73;0.33;0.8;0.25;0.57;0.18;0.44;0.08
114;Ricardas Berankis;LTU;10;5;2;1;68;4.5;50;3.3;0.5;0.75;0.55;0.83;0.31;0.57;0.3;0.51;0.21
115;Tommy Robredo;ESP;3;5;1;0;43;5.4;21;2.6;0.59;0.71;0.47;0.74;0.46;0.66;0.28;0.44;0.2
116;Philipp Petzschner;GER;5;10;3;4;99;6.6;44;2.9;0.58;0.73;0.46;0.76;0.43;0.58;0.29;0.46;0.21
117;Daniel Brands;GER;2;4;3;6;106;17.7;32;5.3;0.61;0.79;0.5;0.91;0.36;0.8;0.2;0.44;0.09
118;Malek Jaziri;TUN;3;4;2;1;26;3.7;26;3.7;0.59;0.72;0.44;0.73;0.33;0.59;0.28;0.47;0.17
119;Yuichi Sugita;JPN;2;3;1;1;10;2.0;8;1.6;0.58;0.65;0.53;0.78;0.26;0.63;0.29;0.45;0.18
120;Florent Serra;FRA;3;6;1;3;36;4.0;24;2.7;0.59;0.64;0.47;0.71;0.4;0.63;0.26;0.44;0.14
121;Kenny De Schepper;FRA;0;2;0;2;14;7.0;14;7.0;0.55;0.76;0.46;0.79;0.0;0.64;0.11;0.47;0.0
122;Martín Alund;ARG;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
123;Matteo Viola;ITA;0;2;0;0;2;1.0;9;4.5;0.58;0.56;0.35;0.5;0.33;0.57;0.17;0.38;0.05
124;Josselin Ouanna;FRA;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
125;Dmitry Tursunov;RUS;2;5;0;1;38;5.4;24;3.4;0.58;0.72;0.45;0.77;0.29;0.64;0.23;0.49;0.13
126;Thiemo de Bakker;NED;2;2;0;1;10;2.5;2;0.5;0.55;0.6;0.42;0.56;1.0;0.53;0.25;0.38;0.11
127;Vasek Pospisil;CAN;5;9;2;3;84;6.0;33;2.4;0.57;0.74;0.46;0.77;0.33;0.6;0.29;0.43;0.15
128;Rogerio Dutra Silva;BRA;1;1;0;1;27;13.5;3;1.5;0.59;0.7;0.53;0.76;0.5;0.69;0.2;0.51;0.13
129;James Blake;USA;8;9;3;5;101;5.9;49;2.9;0.57;0.73;0.49;0.76;0.47;0.54;0.3;0.5;0.26
130;Tim Smyczek;USA;2;4;0;2;26;4.3;18;3.0;0.58;0.68;0.51;0.72;0.37;0.52;0.3;0.49;0.19
131;Alex Bogomolov Jr.;RUS;11;19;3;7;54;1.8;72;2.4;0.71;0.64;0.46;0.71;0.41;0.53;0.32;0.5;0.26
132;Antonio Veic;CRO;1;2;0;2;7;2.3;6;2.0;0.7;0.71;0.46;0.79;0.35;0.53;0.29;0.48;0.23
133;Thiago Alves;BRA;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
134;Rajeev Ram;USA;4;8;2;4;48;4.0;20;1.7;0.59;0.74;0.46;0.75;0.3;0.58;0.25;0.44;0.15
135;Michael Berrer;GER;4;8;2;3;71;5.9;19;1.6;0.68;0.67;0.52;0.78;0.31;0.58;0.28;0.46;0.16
136;Federico Delbonis;ARG;0;1;0;0;2;2.0;4;4.0;0.41;0.78;0.39;0.67;0.0;0.4;0.15;0.41;0.0
137;Frederico Gil;POR;5;5;2;1;21;2.1;8;0.8;0.66;0.66;0.54;0.77;0.42;0.61;0.25;0.51;0.21
138;Wayne Odesnik;USA;0;1;0;0;4;4.0;2;2.0;0.58;0.76;0.44;0.8;0.0;0.78;0.13;0.52;0.0
139;Ernests Gulbis;LAT;8;9;4;4;139;8.2;82;4.8;0.59;0.75;0.47;0.78;0.33;0.56;0.27;0.47;0.17
140;Denis Kudla;USA;2;6;2;4;40;5.0;32;4.0;0.56;0.66;0.51;0.7;0.36;0.61;0.28;0.45;0.18
141;Karol Beck;SVK;2;6;2;3;43;5.4;26;3.3;0.55;0.72;0.49;0.77;0.27;0.61;0.23;0.44;0.09
142;Ryan Sweeting;USA;5;8;2;3;49;3.8;66;5.1;0.57;0.72;0.53;0.8;0.37;0.63;0.27;0.52;0.19
143;Joao Souza;BRA;0;1;0;1;8;8.0;2;2.0;0.65;0.63;0.42;0.71;0.5;0.75;0.18;0.48;0.07
144;Gastao Elias;POR;0;1;0;1;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
145;Uladzimir Ignatik;BLR;4;1;4;1;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
146;Marco Chiudinelli;SUI;4;7;1;3;30;2.7;26;2.4;0.62;0.69;0.51;0.78;0.24;0.64;0.28;0.44;0.14
147;Inigo Cervantes;ESP;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
148;Bobby Reynolds;USA;2;4;0;0;34;5.7;12;2.0;0.57;0.69;0.46;0.71;0.38;0.51;0.27;0.48;0.2
149;Danai Udomchoke;THA;1;3;1;0;9;2.3;7;1.8;0.63;0.6;0.46;0.59;0.47;0.42;0.34;0.34;0.21
150;Jack Sock;USA;4;6;4;3;96;9.6;57;5.7;0.56;0.72;0.54;0.82;0.31;0.7;0.28;0.43;0.16
151;Simon Greul;GER;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
152;Frank Dancevic;CAN;2;3;1;1;26;5.2;11;2.2;0.51;0.8;0.51;0.81;0.44;0.6;0.14;0.46;0.12
153;Marc Gicquel;FRA;0;1;0;0;4;4.0;2;2.0;0.61;0.73;0.5;0.73;0.4;0.43;0.36;0.62;0.29
154;Dustin Brown;GER;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
155;Jonathan Dasnieres de Veigy;FRA;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
156;Jimmy Wang;TPE;3;3;1;3;20;3.3;9;1.5;0.65;0.65;0.62;0.79;0.52;0.58;0.34;0.45;0.25
157;Maxime Authom;BEL;0;1;0;1;9;9.0;7;7.0;0.57;0.73;0.38;0.75;0.38;0.62;0.22;0.39;0.15
158;Ze Zhang;CHN;2;4;0;0;14;2.3;12;2.0;0.59;0.67;0.48;0.68;0.4;0.48;0.31;0.5;0.24
159;Mischa Zverev;GER;0;1;0;0;7;7.0;2;2.0;0.55;0.63;0.42;0.54;0.36;0.25;0.41;0.44;0.38
160;Illya Marchenko;UKR;3;1;1;0;2;0.5;18;4.5;0.55;0.68;0.43;0.76;0.31;0.68;0.34;0.48;0.15
161;Marius Copil;ROU;3;3;1;2;57;9.5;9;1.5;0.6;0.78;0.45;0.82;0.5;0.65;0.3;0.43;0.18
162;Ivan Sergeyev;UKR;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
163;Andrey Golubev;KAZ;3;3;0;1;26;4.3;25;4.2;0.62;0.66;0.45;0.71;0.49;0.62;0.32;0.53;0.28
164;Dusan Lajovic;SRB;1;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
165;Potito Starace;ITA;1;6;2;3;28;4.0;14;2.0;0.69;0.68;0.51;0.78;0.28;0.6;0.23;0.41;0.09
166;Paul Capdeville;CHI;1;2;1;0;19;6.3;14;4.7;0.56;0.68;0.43;0.67;0.54;0.68;0.28;0.48;0.21
167;Jan-Lennard Struff;GER;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
168;Igor Kunitsyn;RUS;4;12;5;5;43;2.7;20;1.3;0.58;0.62;0.47;0.63;0.36;0.55;0.28;0.52;0.2
169;Diego Schwartzman;ARG;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
170;Boris Pashanski;SRB;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
171;Daniel Munoz-De La Nava;ESP;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
172;Agustin Velotti;ARG;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
173;Guido Andreozzi;ARG;0;1;0;0;8;8.0;6;6.0;0.53;0.69;0.4;0.58;0.0;0.5;0.16;0.28;0.0
174;Dominik Meffert;GER;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
175;Steve Johnson;USA;3;5;2;7;77;9.6;35;4.4;0.6;0.75;0.51;0.88;0.33;0.79;0.19;0.41;0.09
176;Juan Ignacio Chela;ARG;2;4;2;1;12;2.0;18;3.0;0.65;0.58;0.51;0.6;0.47;0.54;0.36;0.51;0.34
177;Cedrik-Marcel Stebe;GER;2;8;1;0;44;4.4;34;3.4;0.59;0.63;0.48;0.64;0.44;0.57;0.33;0.46;0.24
178;Sergio Gutierrez-Ferrol;ESP;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
179;Peter Polansky;CAN;0;1;0;0;1;1.0;2;2.0;0.55;0.56;0.5;0.58;0.4;0.5;0.29;0.72;0.46
180;Peter Gojowczyk;GER;0;1;0;0;4;4.0;4;4.0;0.59;0.57;0.43;0.55;0.44;0.47;0.33;0.48;0.2
181;Jan Mertl;CZE;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
182;Teymuraz Gabashvili;RUS;1;3;1;0;10;2.5;13;3.3;0.63;0.7;0.47;0.75;0.38;0.48;0.29;0.48;0.22
183;Di Wu;CHN;2;2;3;0;0;0.0;5;1.3;0.55;0.52;0.41;0.44;0.43;0.5;0.2;0.46;0.18
184;Javier Marti;ESP;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
185;Hiroki Moriya;JPN;1;3;1;0;7;1.8;15;3.8;0.63;0.66;0.47;0.71;0.31;0.65;0.21;0.43;0.08
186;Sergei Bubka;UKR;2;6;1;1;42;5.3;15;1.9;0.58;0.72;0.41;0.66;0.41;0.4;0.25;0.5;0.19
187;Adrian Menendez-Maceiras;ESP;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
188;Adrian Mannarino;FRA;1;6;0;1;29;4.1;19;2.7;0.61;0.67;0.4;0.64;0.34;0.46;0.23;0.48;0.16
189;Ivo Minar;CZE;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
190;Donald Young;USA;5;14;4;6;39;2.1;76;4.0;0.63;0.67;0.43;0.69;0.34;0.57;0.31;0.49;0.22
191;Gianluca Naso;ITA;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
192;Rhyne Williams;USA;0;2;1;0;16;8.0;4;2.0;0.59;0.76;0.5;0.79;0.13;0.57;0.18;0.52;0.03
