jugador;nac;victorias;derrotas;tiebreak_vic;tiebreak_derrota;total_aces;aces_porpartido;total_doblefalta;part_porc;1servicio;1servicio_gana;2servicio_gana;servicio_juegogana;pto_quiebregana;pto_quiebresalva;ptogana_devserv1;ptogana_devserv2;juegodev_gana
64;Victor Hanescu;ROU;0;1;0;1;1;1.0;0;0.0;0.78;0.78;0.57;0.82;1.0;0.6;0.15;0.44;0.09
65;Benjamin Becker;GER;3;3;0;3;54;9.0;17;2.8;0.58;0.73;0.5;0.8;0.41;0.6;0.27;0.5;0.23
66;Tatsuma Ito;JPN;3;4;2;1;25;3.6;19;2.7;0.58;0.67;0.58;0.81;0.47;0.6;0.26;0.48;0.15
67;Carlos Berlocq;ARG;1;4;1;3;45;9.0;24;4.8;0.61;0.75;0.45;0.84;0.23;0.67;0.25;0.44;0.11
68;Gilles Muller;LUX;4;5;3;5;104;11.6;19;2.1;0.67;0.81;0.52;0.89;0.38;0.59;0.22;0.47;0.14
69;Igor Sijsling;NED;2;2;1;0;33;8.3;8;2.0;0.62;0.72;0.49;0.73;0.5;0.41;0.27;0.44;0.18
70;Ryan Harrison;USA;7;4;5;2;59;5.4;29;2.6;0.63;0.71;0.55;0.85;0.33;0.69;0.27;0.45;0.16
71;Daniel Gimeno-Traver;ESP;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
72;Leonardo Mayer;ARG;1;2;0;2;15;5.0;9;3.0;0.64;0.73;0.53;0.82;0.8;0.33;0.18;0.47;0.12
73;Ivan Dodig;CRO;3;4;3;1;73;10.4;19;2.7;0.61;0.76;0.53;0.83;0.27;0.61;0.23;0.46;0.1
74;Lukas Rosol;CZE;4;2;2;3;54;9.0;17;2.8;0.65;0.76;0.54;0.86;0.43;0.58;0.22;0.41;0.13
75;Lukasz Kubot;POL;3;4;2;2;36;5.1;23;3.3;0.64;0.72;0.53;0.79;0.4;0.43;0.27;0.48;0.21
76;Bjorn Phau;GER;1;2;0;2;30;10.0;21;7.0;0.58;0.73;0.42;0.72;0.56;0.61;0.26;0.43;0.19
77;Guillermo Garcia-Lopez;ESP;1;2;2;1;31;10.3;13;4.3;0.59;0.74;0.53;0.78;0.35;0.59;0.26;0.4;0.1
78;Gael Monfils;FRA;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
79;Andrey Kuznetsov;RUS;0;1;0;1;19;19.0;7;7.0;0.6;0.77;0.48;0.8;0.35;0.58;0.31;0.49;0.23
80;Roberto Bautista Agut;ESP;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
81;David Nalbandian;ARG;5;3;2;1;37;4.6;27;3.4;0.61;0.73;0.52;0.8;0.41;0.55;0.28;0.57;0.24
82;Lleyton Hewitt;AUS;7;4;1;1;41;3.7;28;2.5;0.56;0.73;0.53;0.81;0.42;0.64;0.28;0.53;0.24
83;Simone Bolelli;ITA;2;2;1;1;16;4.0;9;2.3;0.67;0.74;0.5;0.85;0.55;0.67;0.21;0.49;0.11
84;Horacio Zeballos;ARG;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
85;Ruben Ramirez Hidalgo;ESP;0;3;0;3;11;3.7;14;4.7;0.58;0.67;0.51;0.83;0.25;0.7;0.14;0.46;0.08
86;Jurgen Zopp;EST;0;1;0;0;18;18.0;6;6.0;0.61;0.77;0.53;0.85;0.27;0.56;0.22;0.44;0.11
87;Michael Russell;USA;2;2;1;2;24;6.0;17;4.3;0.6;0.73;0.56;0.86;0.48;0.53;0.3;0.47;0.21
88;Filippo Volandri;ITA;0;1;0;0;2;2.0;0;0.0;0.79;0.49;0.08;0.14;0.0;0.45;0.23;0.29;0.0
89;Olivier Rochus;BEL;2;5;3;3;23;3.3;14;2.0;0.64;0.72;0.52;0.79;0.48;0.55;0.19;0.5;0.15
90;Guillaume Rufin;FRA;1;1;0;0;26;13.0;11;5.5;0.62;0.7;0.43;0.73;0.57;0.43;0.24;0.44;0.18
91;Steve Darcis;BEL;6;4;2;1;41;4.1;2;0.2;0.71;0.71;0.53;0.83;0.46;0.55;0.29;0.54;0.21
92;Blaz Kavcic;SLO;1;2;0;0;17;5.7;4;1.3;0.6;0.71;0.45;0.73;0.4;0.56;0.17;0.52;0.13
93;Flavio Cipolla;ITA;1;3;1;0;7;1.8;7;1.8;0.64;0.61;0.44;0.6;0.41;0.33;0.31;0.45;0.2
94;Albert Montanes;ESP;0;1;0;0;1;1.0;2;2.0;0.8;0.5;0.44;0.5;0.75;0.46;0.24;0.52;0.21
95;Tobias Kamke;GER;0;2;0;1;3;1.5;13;6.5;0.7;0.58;0.39;0.52;0.31;0.45;0.28;0.45;0.17
96;Evgeny Donskoy;RUS;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
97;Ivo Karlovic;CRO;2;2;3;3;100;25.0;18;4.5;0.66;0.87;0.5;0.92;0.27;0.64;0.2;0.44;0.11
98;Aljaz Bedene;GBR;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
99;Joao Sousa;POR;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
100;Edouard Roger-Vasselin;FRA;4;3;1;3;41;5.9;23;3.3;0.65;0.73;0.52;0.84;0.39;0.63;0.29;0.51;0.21
101;Sergiy Stakhovsky;UKR;1;3;0;1;20;5.0;9;2.3;0.63;0.68;0.55;0.83;0.44;0.61;0.29;0.36;0.2
102;Jesse Levine;CAN;2;2;1;1;29;7.3;8;2.0;0.59;0.74;0.59;0.84;0.27;0.57;0.28;0.49;0.16
103;Matthew Ebden;AUS;2;4;2;0;17;2.8;30;5.0;0.6;0.68;0.48;0.76;0.1;0.73;0.24;0.41;0.05
104;Matthias Bachinger;GER;0;2;0;1;12;6.0;4;2.0;0.61;0.71;0.44;0.71;0.0;0.59;0.17;0.37;0.0
105;Jan Hajek;CZE;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
106;Mikhail Kukushkin;KAZ;0;3;0;0;10;3.3;8;2.7;0.56;0.67;0.5;0.71;0.33;0.65;0.2;0.44;0.11
107;Nicolas Mahut;FRA;4;3;2;4;61;8.7;24;3.4;0.61;0.75;0.55;0.86;0.47;0.74;0.27;0.47;0.19
108;Guido Pella;ARG;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
109;Dudi Sela;ISR;2;3;1;1;16;3.2;17;3.4;0.54;0.68;0.51;0.71;0.45;0.58;0.21;0.57;0.23
110;Igor Andreev;RUS;1;1;2;1;13;6.5;6;3.0;0.63;0.73;0.53;0.83;0.36;0.42;0.2;0.54;0.1
111;Ruben Bemelmans;BEL;2;3;2;2;36;7.2;22;4.4;0.59;0.71;0.46;0.77;0.42;0.63;0.28;0.47;0.17
112;Adrian Ungur;ROU;0;3;0;1;14;4.7;14;4.7;0.56;0.69;0.46;0.67;0.4;0.45;0.19;0.33;0.06
113;Andreas Haider-Maurer;AUT;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
114;Ricardas Berankis;LTU;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
115;Tommy Robredo;ESP;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
116;Philipp Petzschner;GER;5;4;2;1;76;8.4;13;1.4;0.63;0.72;0.58;0.87;0.42;0.72;0.27;0.46;0.19
117;Daniel Brands;GER;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
118;Malek Jaziri;TUN;2;4;1;2;49;8.2;16;2.7;0.59;0.73;0.47;0.79;0.32;0.57;0.2;0.44;0.12
119;Yuichi Sugita;JPN;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
120;Florent Serra;FRA;1;1;1;0;11;5.5;9;4.5;0.61;0.65;0.45;0.66;0.5;0.53;0.22;0.48;0.21
121;Kenny De Schepper;FRA;1;2;0;2;30;10.0;8;2.7;0.65;0.77;0.56;0.9;0.29;0.69;0.23;0.38;0.13
122;Martín Alund;ARG;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
123;Matteo Viola;ITA;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
124;Josselin Ouanna;FRA;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
125;Dmitry Tursunov;RUS;0;4;1;2;30;7.5;7;1.8;0.64;0.72;0.54;0.81;0.0;0.7;0.17;0.43;0.0
126;Thiemo de Bakker;NED;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
127;Vasek Pospisil;CAN;0;5;1;2;47;9.4;30;6.0;0.55;0.72;0.46;0.74;0.26;0.57;0.22;0.39;0.09
128;Rogerio Dutra Silva;BRA;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
129;James Blake;USA;0;1;1;0;5;5.0;5;5.0;0.62;0.68;0.42;0.6;0.33;0.53;0.25;0.45;0.15
130;Tim Smyczek;USA;1;2;0;0;12;4.0;6;2.0;0.61;0.7;0.46;0.72;0.35;0.5;0.28;0.47;0.26
131;Alex Bogomolov Jr.;RUS;2;5;2;1;22;3.1;23;3.3;0.69;0.67;0.49;0.76;0.21;0.65;0.22;0.5;0.1
132;Antonio Veic;CRO;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
133;Thiago Alves;BRA;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
134;Rajeev Ram;USA;3;1;2;0;34;8.5;20;5.0;0.56;0.77;0.51;0.87;0.56;0.73;0.28;0.5;0.23
135;Michael Berrer;GER;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
136;Federico Delbonis;ARG;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
137;Frederico Gil;POR;0;1;0;1;2;2.0;4;4.0;0.64;0.67;0.5;0.8;0.29;0.7;0.21;0.63;0.13
138;Wayne Odesnik;USA;0;1;1;0;6;6.0;5;5.0;0.63;0.68;0.52;0.75;0.29;0.5;0.24;0.52;0.16
139;Ernests Gulbis;LAT;1;2;3;1;78;26.0;7;2.3;0.7;0.81;0.59;0.91;0.25;0.55;0.14;0.47;0.07
140;Denis Kudla;USA;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
141;Karol Beck;SVK;0;1;1;0;16;16.0;5;5.0;0.57;0.72;0.5;0.74;0.5;0.38;0.25;0.29;0.05
142;Ryan Sweeting;USA;2;2;1;1;33;8.3;14;3.5;0.64;0.73;0.46;0.87;0.5;0.79;0.18;0.44;0.11
143;Joao Souza;BRA;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
144;Gastao Elias;POR;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
145;Uladzimir Ignatik;BLR;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
146;Marco Chiudinelli;SUI;0;1;0;1;1;1.0;7;7.0;0.55;0.68;0.43;0.67;0.0;0.4;0.15;0.28;0.0
147;Inigo Cervantes;ESP;1;1;0;1;17;8.5;7;3.5;0.57;0.69;0.46;0.74;0.67;0.4;0.31;0.48;0.23
148;Bobby Reynolds;USA;0;1;0;0;3;3.0;4;4.0;0.61;0.58;0.5;0.6;0.29;0.73;0.23;0.45;0.18
149;Danai Udomchoke;THA;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
150;Jack Sock;USA;1;1;0;0;18;9.0;14;7.0;0.52;0.7;0.49;0.72;0.44;0.63;0.17;0.44;0.17
151;Simon Greul;GER;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
152;Frank Dancevic;CAN;0;2;0;0;2;1.0;4;2.0;0.54;0.49;0.33;0.3;0.0;0.5;0.12;0.33;0.0
153;Marc Gicquel;FRA;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
154;Dustin Brown;GER;0;2;0;3;19;9.5;11;5.5;0.62;0.79;0.47;0.89;0.25;0.57;0.2;0.29;0.04
155;Jonathan Dasnieres de Veigy;FRA;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
156;Jimmy Wang;TPE;0;1;0;1;0;0.0;4;4.0;0.62;0.71;0.42;0.71;0.33;0.55;0.24;0.44;0.18
157;Maxime Authom;BEL;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
158;Ze Zhang;CHN;1;2;1;1;7;2.3;12;4.0;0.64;0.63;0.34;0.5;0.56;0.59;0.34;0.49;0.28
159;Mischa Zverev;GER;0;1;0;0;3;3.0;3;3.0;0.62;0.71;0.39;0.67;0.0;0.67;0.21;0.3;0.0
160;Illya Marchenko;UKR;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
161;Marius Copil;ROU;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
162;Ivan Sergeyev;UKR;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
163;Andrey Golubev;KAZ;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
164;Dusan Lajovic;SRB;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
165;Potito Starace;ITA;0;2;0;0;1;0.5;3;1.5;0.59;0.68;0.31;0.5;0.0;0.43;0.16;0.33;0.0
166;Paul Capdeville;CHI;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
167;Jan-Lennard Struff;GER;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
168;Igor Kunitsyn;RUS;0;4;0;1;15;3.8;5;1.3;0.6;0.6;0.46;0.58;0.56;0.47;0.24;0.45;0.2
169;Diego Schwartzman;ARG;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
170;Boris Pashanski;SRB;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
171;Daniel Munoz-De La Nava;ESP;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
172;Agustin Velotti;ARG;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
173;Guido Andreozzi;ARG;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
174;Dominik Meffert;GER;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
175;Steve Johnson;USA;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
176;Juan Ignacio Chela;ARG;0;1;0;1;9;9.0;2;2.0;0.66;0.69;0.56;0.84;0.33;0.72;0.26;0.49;0.21
177;Cedrik-Marcel Stebe;GER;1;2;0;0;15;5.0;10;3.3;0.65;0.68;0.48;0.77;0.18;0.67;0.29;0.52;0.14
178;Sergio Gutierrez-Ferrol;ESP;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
179;Peter Polansky;CAN;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
180;Peter Gojowczyk;GER;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
181;Jan Mertl;CZE;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
182;Teymuraz Gabashvili;RUS;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
183;Di Wu;CHN;0;2;0;1;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
184;Javier Marti;ESP;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
185;Hiroki Moriya;JPN;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
186;Sergei Bubka;UKR;0;1;0;1;9;9.0;3;3.0;0.64;0.75;0.74;0.93;0.2;0.75;0.21;0.55;0.06
187;Adrian Menendez-Maceiras;ESP;0;1;0;1;2;2.0;5;5.0;0.58;0.61;0.45;0.64;0.2;0.5;0.24;0.36;0.07
188;Adrian Mannarino;FRA;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
189;Ivo Minar;CZE;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
190;Donald Young;USA;0;4;0;0;12;3.0;17;4.3;0.61;0.59;0.42;0.56;0.58;0.55;0.29;0.45;0.22
191;Gianluca Naso;ITA;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
192;Rhyne Williams;USA;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
